name,type,yieldPct,colorEbc,amountKg,when
"Wheat Malt, Pale",Grão,78,3.7,3.277,Fervura
Pilsner,Grão,82.23,3,2.0905,Fervura
Melanoidin,Grão,80.07,59,0.2825,Fervura
