name,type,yieldPct,colorEbc,amountKg,when
Extra Pale Maris Otter® Malt,Grão,81.5,3.1,3.6,Fervura
"Oats, Flaked",Grão,85,2.5,0.75,Fervura
Chocolate Malt,Grão,72,1046.2,0.3,Fervura
Chateau Biscuit,Grão,77,49.8,0.2,Fervura
Roasted Barley,Grão,75,1300.2,0.1,Fervura
