name,alphaAcidPct,amountG,use,timeMin,temperatureC
Hallertauer Mittelfrueh,4.5,50,Fervura,60,0
Hallertauer Mittelfrueh,4.5,30,Fervura,20,0
Hallertauer Mittelfrueh,4.5,20,Hopstand,0,0
