name,alphaAcidPct,amountG,use,timeMin,temperatureC
Hallertauer Hersbrucker,4,6.9,Fervura,60,90
Styrian Gold,4,3.4,Fervura,60,90
Hallertauer Hersbrucker,4,3.9,Fervura,30,90
Styrian Gold,4,1.9,Fervura,30,90
Styrian Gold,4,2.5,Dry hop,15,90
