id,name,styleName,brewer,batchVolumeL,boilTimeMin,mashEfficiencyPct,manualFg,equipmentProfileName,trubLossPct,evaporationPct,whirlpoolNoChillMin,whirlpoolTemperatureC,heatingRateCMin,baseWaterProfile.calciumPpm,baseWaterProfile.magnesiumPpm,baseWaterProfile.sodiumPpm,baseWaterProfile.chloridePpm,baseWaterProfile.sulfatePpm,baseWaterProfile.bicarbonatePpm
recipe-mryink3e-57hsi,Dalešická jedenáctka - Vídeo Beer School,Czech Premium Pale Lager,Jamal - Beer School,5,60,112.5,,,0.5,31.4,5,90,1.5,10,4,4,12,10,30
