name,alphaAcidPct,amountG,use,timeMin,temperatureC
Grüngeist (Callista),3,12,Mostura,0,90
Grüngeist (Callista),3,20,Fervura,15,90
Grüngeist (Callista),3,10,Hopstand,10,90
Grüngeist (Callista),3,10,Dry hop,3,90
