name,type,yieldPct,colorEbc,amountKg,when
Swaen Ale,Grão,80.13,3.3,0.7,Fervura
BEST Munich,Grão,75,8.9,0.2,Fervura
"Candi Sugar, Clear",Açúcar,78.3,0,0.125,Fervura
BEST Chocolate,Grão,75,617.3,0.1,Fervura
"Oats, Flaked",Grão,85,0.4,0.1,Fervura
